appid,action,adventure,fps,moba,platformer,puzzle,rpg,rts,sandbox,sports,survival
912630,0,21,0,0,0,0,0,0,0,0,0
912650,21,0,5,0,0,0,0,0,0,0,0
912660,0,21,0,0,0,0,0,0,0,0,0
912680,33,33,0,0,14,0,0,0,0,0,0
912730,21,20,0,0,0,0,0,0,0,0,0
912760,0,0,0,0,0,0,0,0,0,0,0
912790,22,19,0,0,0,0,18,0,0,0,0
912810,24,23,0,0,0,0,0,0,0,0,0
912820,0,22,0,0,0,0,24,0,0,0,0
912870,0,0,0,0,0,0,0,0,0,0,0
912890,0,0,0,0,0,0,0,0,0,0,0
912930,0,33,0,0,0,0,31,0,0,0,0
913000,22,0,0,0,0,0,0,0,0,0,0
913010,0,0,0,0,0,0,0,0,0,0,0
913060,0,0,0,0,0,0,0,0,0,0,0
913090,22,19,0,0,0,0,20,0,0,0,0
913100,0,11,0,0,0,0,0,0,0,0,0
913110,0,0,0,0,0,0,0,0,0,0,0
913120,0,20,0,0,0,0,19,0,0,0,0
913150,0,20,0,0,0,0,0,0,0,0,0
913160,0,0,0,0,0,0,17,0,0,0,0
913180,21,0,0,0,0,0,0,0,0,0,0
913210,0,0,0,0,0,0,0,0,0,0,0
913220,21,20,0,0,0,0,0,0,0,0,0
913250,0,0,0,0,0,0,0,0,0,0,0
913260,0,0,0,0,0,0,0,0,0,0,0
913270,0,0,0,0,0,0,0,0,0,0,0
913280,0,21,0,0,0,0,0,0,0,21,0
913300,21,20,0,0,0,0,0,0,0,0,0
913310,21,20,0,0,0,0,0,0,0,0,0
913340,0,0,0,0,0,0,0,0,0,21,0
913420,0,0,0,0,0,0,0,0,0,0,0
913450,0,32,0,0,0,0,0,0,0,0,0
913500,0,0,0,0,0,0,0,0,0,0,0
913520,21,20,0,0,10,0,0,0,0,0,0
913550,21,0,0,0,0,0,0,0,0,0,0
913570,0,21,0,0,0,0,21,0,0,0,0
913590,23,0,0,0,0,0,0,0,0,0,0
913600,0,0,0,0,0,0,0,0,0,0,0
913640,21,20,0,0,0,0,0,0,0,0,0
913650,22,0,0,0,0,0,0,0,0,0,0
913660,22,0,0,0,0,0,0,0,0,0,0
913670,22,0,0,0,0,0,0,0,0,0,0
913680,0,0,0,0,0,0,0,0,0,0,0
913690,0,21,0,0,0,0,21,0,0,0,0
913710,22,19,0,0,0,0,20,0,0,0,0
913770,21,21,0,0,0,0,0,0,0,21,0
913820,0,0,0,0,0,0,0,0,11,23,0
913830,0,0,0,0,0,0,0,0,0,0,0
913840,21,20,0,0,0,0,0,0,0,0,0
913850,0,27,0,0,0,0,0,0,0,0,0
913890,22,0,0,0,0,0,0,0,0,0,0
913910,0,21,0,0,0,0,22,0,0,0,0
913960,21,20,0,0,0,0,0,0,0,0,0
913970,0,33,0,0,0,13,0,0,0,0,0
914000,33,20,0,0,0,0,0,0,0,0,0
914030,0,0,0,0,0,0,0,0,0,0,0
914050,21,19,0,0,0,0,0,0,0,0,0
914070,0,0,0,0,0,0,0,0,0,0,0
914090,0,0,0,0,0,0,23,0,0,0,0
914130,0,0,0,0,0,0,0,0,0,0,0
914140,0,0,0,0,0,14,5,0,0,0,0
914150,22,21,0,0,0,0,0,0,0,0,0
914160,31,0,0,0,0,0,0,0,10,0,0
914170,0,21,0,0,0,0,20,0,0,21,0
914180,32,0,0,0,0,0,0,0,0,34,0
914190,32,30,0,0,0,0,0,0,0,0,0
914200,0,0,0,0,0,0,0,0,0,21,0
914220,0,0,0,0,0,12,0,0,0,0,0
914230,0,0,0,0,0,0,0,0,0,0,0
914240,0,0,0,0,0,0,20,0,0,0,0
914250,22,23,0,0,0,0,0,0,0,0,0
914260,23,23,0,0,0,0,0,0,0,0,17
914290,22,20,0,0,0,0,0,0,0,0,0
914320,0,0,0,0,0,0,18,0,0,0,0
914330,0,0,0,0,0,0,21,0,0,22,0
914350,21,0,0,0,0,0,0,0,0,0,0
914390,21,20,0,0,0,0,0,0,0,0,0
914400,0,0,0,0,0,0,0,0,0,0,0
914430,0,23,0,0,0,5,0,0,0,0,0
914450,0,0,0,0,0,0,0,0,0,0,0
914480,21,0,0,0,0,0,0,0,0,0,0
914500,21,0,0,0,0,0,0,0,0,0,11
914510,0,0,0,0,0,0,0,0,0,0,0
914610,0,0,0,0,0,0,0,0,0,0,0
914620,63,73,0,0,0,0,0,0,70,0,173
914630,21,21,0,0,0,0,22,0,0,0,0
914680,0,20,0,0,0,0,0,0,0,0,0
914690,28,0,0,0,0,0,0,0,0,0,0
914700,24,0,0,14,0,0,0,0,0,0,0
914850,0,0,0,0,0,0,0,0,0,0,0
914900,23,21,0,0,13,0,0,0,0,0,0
914980,24,0,0,0,0,0,0,0,0,0,0
915020,0,0,0,0,0,0,14,0,0,0,0
915060,0,22,0,0,0,0,22,0,0,0,0
915080,0,9,0,0,0,12,30,0,0,0,0
915120,0,0,0,0,0,0,0,0,0,0,0
915140,0,23,0,0,0,0,0,0,0,0,0
915160,0,0,0,0,0,0,0,0,0,0,0
915190,0,0,0,0,0,13,0,0,0,0,0
915300,32,0,0,0,0,0,0,0,0,0,0
915330,0,0,0,0,0,0,0,0,0,0,0
915360,0,0,0,0,0,14,0,0,0,0,0
915380,21,20,0,0,12,0,0,0,0,0,0
915420,21,0,0,0,0,0,0,0,0,0,0
915430,31,0,0,0,0,0,0,0,0,0,0
915440,21,21,10,0,0,10,0,0,0,0,0
915460,38,0,0,0,0,0,0,0,0,0,0
915540,35,0,15,0,0,0,0,0,0,10,0
915560,0,21,0,0,0,0,0,0,0,0,0
915570,21,0,0,0,0,0,0,0,0,0,0
915580,27,0,0,17,0,0,28,0,0,0,0
915600,31,0,0,0,0,0,0,0,0,0,0
915710,0,25,0,0,0,0,0,0,0,0,0
915720,0,22,0,0,0,0,0,0,0,0,0
915730,21,20,0,0,0,0,0,0,0,0,0
915760,21,0,0,0,0,0,0,0,0,0,0
915770,21,21,0,0,0,11,0,0,0,0,0
915810,0,0,0,0,0,0,0,0,0,0,0
915820,20,21,0,0,0,0,20,0,0,0,0
915930,0,0,0,0,13,0,0,0,0,0,0
915950,0,0,0,0,0,0,22,0,0,0,0
915960,0,0,0,0,0,0,0,0,0,0,0
916010,21,22,0,0,0,0,20,0,0,0,0
916040,0,0,0,0,0,0,20,0,0,0,0
916050,0,24,0,0,0,15,20,0,0,0,0
916060,0,21,0,0,0,0,0,0,0,0,0
916120,22,0,0,0,0,0,0,0,0,0,0
916130,21,21,0,0,0,0,0,0,0,0,0
916150,0,0,0,0,0,0,0,0,0,0,0
916160,0,44,0,0,0,13,0,0,0,0,0
916270,0,29,0,0,0,0,30,0,0,0,0
916290,21,0,0,0,5,0,0,0,0,0,0
916320,22,0,0,0,0,0,0,0,0,0,0
916370,0,0,0,0,0,0,0,0,0,0,0
916380,0,20,0,0,0,13,0,0,0,0,0
916390,21,0,0,0,0,0,0,0,0,0,0
916440,0,0,0,0,0,0,0,14,27,0,0
916470,31,0,0,0,0,0,0,0,0,0,0
916510,15,33,0,0,15,0,0,0,0,0,0
916540,21,0,0,0,0,0,0,12,0,0,0
916620,21,0,0,0,0,0,0,0,0,0,0
916630,21,0,0,0,0,0,0,0,0,0,0
916640,0,20,0,0,0,0,0,0,0,0,0
916700,21,0,0,0,0,0,0,0,0,0,0
916710,0,21,0,0,0,0,0,0,0,0,0
916760,0,0,0,0,0,0,0,0,0,0,0
916780,21,0,0,0,0,0,0,0,0,0,0
916820,21,20,0,0,0,0,0,0,0,0,0
916860,0,0,0,0,0,11,0,0,0,0,0
916880,0,0,0,0,0,11,0,0,0,0,0
916900,0,33,0,0,0,0,0,0,0,0,0
916910,31,0,0,0,0,0,0,0,0,0,0
916930,30,0,20,0,0,0,0,0,0,0,0
916940,22,20,0,0,0,0,21,0,0,0,0
916950,0,21,0,0,14,0,0,0,0,0,0
916960,22,21,0,0,0,0,0,0,0,0,0
916970,21,20,0,0,0,0,0,0,0,21,0
916980,0,0,0,0,0,32,0,0,0,0,0
917000,0,0,0,0,0,6,0,0,0,0,0
917020,0,0,0,0,0,0,0,0,0,0,0
917050,0,0,0,0,0,0,0,0,0,0,0
917200,0,0,0,0,0,0,0,0,0,0,0
917220,21,0,0,0,0,0,0,0,0,0,0
917240,0,23,0,0,0,0,0,0,0,0,0
917290,21,20,0,0,0,0,0,0,0,0,0
917550,0,0,0,0,0,0,0,0,0,0,0
917600,0,20,0,0,0,0,21,0,0,0,0
917610,0,0,0,0,0,0,0,0,0,0,0
917660,0,20,0,0,0,0,0,0,0,0,0
917680,0,0,0,0,0,0,0,0,0,0,0
917690,0,22,0,0,0,0,0,0,0,0,0
917760,0,0,0,0,0,0,0,0,0,0,0
917770,0,21,0,0,0,0,0,0,0,0,0
917800,0,30,0,0,0,11,0,0,0,0,0
917810,21,0,0,0,0,0,0,0,0,0,0
917850,0,0,0,0,0,0,0,0,0,0,0
917870,23,0,0,0,0,0,0,0,0,0,0
917880,0,0,0,0,0,0,0,0,0,0,0
917910,0,0,0,0,0,0,32,0,0,0,0
917920,23,23,0,0,0,0,22,0,0,0,0
917990,31,30,0,0,0,0,0,0,0,0,0
918060,0,0,0,0,0,13,0,0,0,0,0
918070,0,0,0,0,0,0,0,0,0,0,0
918080,0,0,0,0,0,0,0,11,21,0,0
918120,0,10,0,0,0,0,0,0,0,0,0
918130,0,12,0,0,0,0,0,0,0,0,0
918140,0,0,0,0,0,0,0,0,0,0,0
918160,0,0,0,0,0,0,0,0,0,0,0
918170,0,0,0,0,0,0,0,0,0,0,0
918180,0,0,0,0,0,12,0,0,0,0,0
918260,0,0,0,0,0,0,0,0,0,0,0
918300,21,0,0,0,0,0,0,0,0,0,0
918320,21,20,0,0,0,0,0,0,0,0,0
918380,0,17,0,0,0,0,14,0,0,0,0
918430,0,0,0,0,0,0,0,0,0,0,0
918440,0,0,0,0,0,0,0,0,0,0,0
918480,0,0,0,0,0,0,0,0,0,0,0
918500,31,0,0,0,0,0,0,0,0,0,0
918530,0,22,0,0,0,12,13,0,0,0,0
918550,0,0,0,0,0,0,0,0,0,0,11
918590,21,22,0,0,0,0,0,0,0,0,0
918610,0,31,0,0,0,0,0,0,0,0,10
918620,0,0,0,0,0,0,0,0,0,0,0
918670,0,0,0,0,0,13,0,0,0,0,0
918680,33,31,0,0,14,0,0,0,0,0,0
918690,22,0,0,0,0,0,0,0,0,0,0
918720,0,21,0,0,0,0,0,0,0,0,0
918740,0,0,0,0,6,0,0,0,0,0,0
918820,0,33,0,0,0,0,11,0,0,0,0
918850,0,0,0,0,0,0,0,0,0,0,0
918870,0,20,0,0,0,0,0,0,0,0,0
918880,21,20,0,0,0,0,20,0,0,0,0
918900,30,0,0,0,0,0,0,0,0,0,0
918990,31,0,0,0,0,0,0,0,0,0,0
919040,0,0,0,0,0,0,0,0,0,0,0
919150,0,0,0,0,0,0,0,0,0,0,0
919160,0,21,0,0,0,0,0,0,0,0,0
919170,0,21,0,0,0,0,0,0,0,0,0
919190,0,0,0,0,0,0,0,0,0,0,0
919200,21,20,0,0,0,0,0,0,0,0,0
919220,0,0,0,0,0,0,19,0,0,0,0
919240,0,0,0,0,0,0,0,0,0,0,0
919300,0,0,0,0,0,17,18,0,0,0,0
919320,0,0,0,0,0,0,0,0,0,0,0
919370,0,0,0,0,0,0,71,0,0,0,0
919560,0,0,0,0,0,0,0,0,0,0,0
919610,0,0,0,0,0,0,0,0,0,0,0
919690,0,0,0,0,0,0,0,0,0,0,0
919890,21,0,0,0,0,0,0,0,0,0,0
920190,0,0,0,0,0,0,0,0,0,0,0
920200,0,0,0,0,0,0,0,0,0,0,0
920280,0,0,0,0,0,0,0,0,0,0,0
920450,21,21,0,0,0,0,0,0,0,0,0
920460,0,11,11,0,0,15,0,0,0,0,0
920470,28,25,0,0,0,0,5,0,0,0,0
920490,0,0,0,0,0,0,0,0,0,0,0
920500,22,19,0,0,0,0,0,0,0,0,0
920510,0,0,0,0,0,0,0,0,0,0,0
920520,0,0,0,0,0,6,0,0,0,0,0
920550,0,0,0,0,0,17,0,0,0,0,0
920580,22,0,0,0,0,0,0,0,0,0,0
920620,22,21,0,0,0,0,0,0,0,0,0
920640,22,0,5,0,0,0,0,0,0,0,0
920660,0,0,0,0,0,11,0,0,0,0,0
920670,0,0,0,0,0,10,0,0,0,0,0
920680,0,29,0,0,0,0,12,0,0,0,0
920690,30,40,0,0,0,0,34,0,20,0,130
920700,0,0,0,0,0,0,0,0,0,0,0
920710,38,35,0,0,0,0,0,0,0,0,28
920770,0,21,0,0,0,0,0,0,0,0,0
920780,0,0,0,0,0,14,0,0,0,0,0
920800,0,0,0,0,0,0,0,0,0,0,0
920810,0,21,0,0,0,0,0,0,0,0,0
920820,22,0,0,0,0,0,0,0,0,22,0
920830,0,20,0,0,0,0,0,0,0,0,0
920850,0,20,0,0,0,0,18,0,0,0,0
920860,0,21,0,0,0,0,0,0,0,0,0
921050,21,0,0,0,0,0,0,0,0,0,0
921060,66,0,68,0,0,0,0,0,0,0,0
921070,23,0,0,0,0,0,21,0,0,0,0
921390,0,22,0,0,0,0,26,0,0,0,0
921420,0,0,0,0,0,0,0,0,0,0,0
921430,0,0,0,0,0,0,0,0,0,0,0
921450,0,0,0,0,0,0,0,0,0,0,0
921500,22,22,0,0,0,0,0,0,0,0,0
921520,0,10,0,0,0,0,0,0,0,0,0
921530,0,0,0,0,0,0,0,0,0,0,0
921590,37,0,0,0,0,0,0,0,0,0,0
921630,0,0,0,0,0,0,0,0,0,0,0
921690,21,0,0,0,0,0,0,0,0,0,0
921700,0,0,0,0,13,0,0,0,0,0,0
921710,0,0,0,0,0,0,0,0,0,0,0
921730,21,19,0,0,0,0,0,0,0,0,0
921740,0,10,0,0,0,0,0,0,0,0,0
921770,22,0,0,0,0,0,0,0,0,0,0
921780,24,20,0,0,0,0,0,0,0,0,0
921850,0,0,0,0,0,0,0,0,0,0,0
921920,0,0,0,0,0,0,0,0,0,0,0
921960,0,0,0,0,0,0,0,0,0,21,0
921970,32,31,0,0,0,0,30,0,0,0,0
922060,0,0,0,0,0,0,0,0,0,0,0
922080,0,0,0,0,0,0,0,0,0,0,0
922090,0,0,0,0,0,0,0,0,0,0,0
922130,0,0,0,0,0,12,0,0,0,0,0
922140,0,0,0,0,0,0,0,0,0,0,0
922150,12,9,0,0,0,0,0,0,0,0,0
922170,0,0,0,0,0,0,0,0,0,0,0
922190,0,0,0,0,0,0,0,0,0,0,0
922220,21,21,0,0,0,0,0,0,0,0,0
922250,24,0,0,0,0,0,0,0,0,0,0
922320,30,23,27,0,0,0,23,0,0,0,0
922400,0,0,0,0,0,0,0,0,0,0,0
922410,0,21,0,0,0,0,20,0,0,0,0
922450,0,34,0,0,0,0,22,0,20,0,0
922460,0,0,0,0,0,0,0,0,0,0,0
922470,31,0,0,0,0,0,0,0,0,0,10
922510,21,20,0,0,0,0,0,0,0,0,0
922520,21,20,0,0,0,0,0,0,0,0,0
922530,0,0,0,11,0,0,0,0,0,0,0
922550,0,0,0,0,0,15,0,0,0,0,0
922560,0,21,0,0,0,0,20,0,0,0,0
922590,22,0,0,0,0,0,0,0,0,0,0
922630,44,0,13,0,0,0,25,0,0,0,15
922660,0,0,0,0,0,0,0,0,0,0,0
922670,0,0,0,0,0,0,0,0,0,0,0
922700,0,33,0,0,0,13,0,0,0,0,0
922810,22,20,0,0,0,0,0,0,0,0,0
922880,0,0,0,0,0,0,0,0,0,0,0
922920,0,11,0,0,0,0,35,0,0,0,0
923030,21,0,0,0,0,0,0,0,0,0,0
923050,0,0,0,0,0,0,0,0,0,0,0
923080,10,0,0,0,0,0,0,0,0,0,0
923120,0,19,0,0,0,0,20,0,0,0,0
923130,21,20,0,0,0,0,0,0,0,0,0
923180,0,20,0,0,0,13,0,0,0,0,0
923240,21,20,0,0,0,0,0,0,0,0,0
923260,0,0,0,0,0,28,0,0,0,33,0
923270,0,0,0,0,0,0,0,0,0,0,0
923350,0,0,0,0,0,0,0,0,0,0,0
923370,32,0,5,0,0,0,0,0,0,0,0
923400,0,20,0,0,0,10,21,0,0,0,0
923420,22,22,0,0,0,0,20,0,0,0,0
923460,0,0,0,0,0,0,0,0,0,0,0
923470,27,28,0,0,0,0,0,0,0,0,0
923480,0,20,0,0,0,0,0,0,0,0,0
923500,0,0,0,0,0,0,0,0,0,0,0
923550,0,0,0,0,0,0,0,0,0,0,0
923590,0,0,0,0,0,0,0,0,0,0,0
923650,0,20,0,0,0,0,0,0,0,0,0
923670,21,0,0,0,0,0,0,0,0,0,0
923690,20,20,0,0,0,0,0,0,0,0,0
923710,0,0,0,0,0,0,0,0,0,0,0
923730,0,20,0,0,0,0,0,0,0,0,0
923790,22,22,0,0,0,0,0,0,0,0,0
923810,0,23,0,0,0,0,0,0,0,0,0
923820,21,0,0,0,0,0,21,0,0,0,0
923840,0,21,0,0,0,12,0,0,0,0,0
923880,0,21,0,0,0,0,0,0,0,0,0
923890,0,0,0,0,0,0,0,0,0,0,0
923900,0,0,0,0,0,0,0,0,0,0,0
924020,0,0,0,0,0,0,31,0,0,0,0
924040,0,0,0,0,0,0,0,0,0,0,0
924090,21,21,0,0,0,0,0,0,0,0,0
924100,81,79,0,0,0,0,0,0,0,0,0
924280,0,0,0,0,0,0,0,0,0,0,0
924310,21,0,0,0,0,0,0,0,0,21,0
924360,21,0,0,0,0,0,0,0,0,0,0
924370,31,30,0,0,0,0,0,0,0,0,0
924460,0,30,0,0,0,0,0,0,0,0,0
924500,21,0,0,0,0,0,0,0,0,0,0
924540,0,21,0,0,0,0,21,0,0,0,0
924560,22,0,0,0,0,0,0,0,0,0,0
924650,33,0,0,0,0,0,0,0,0,0,0
924670,0,21,0,0,0,0,0,0,0,19,0
924710,0,20,0,0,0,0,0,0,0,0,0
924780,0,29,0,0,0,0,0,0,0,0,0
924790,0,0,0,0,0,11,0,0,0,0,0
924800,0,0,0,0,0,0,0,0,0,0,0
924810,0,0,0,0,0,0,0,0,0,0,0
924870,22,20,0,0,0,0,0,0,0,0,0
924900,23,0,0,0,0,0,11,0,0,0,11
924940,0,22,0,0,0,0,0,0,0,0,0
924960,31,0,21,11,0,0,0,0,0,0,0
925040,0,21,0,0,0,0,0,0,0,0,0
925060,0,0,0,0,0,0,0,0,0,0,0
925070,0,21,0,0,0,0,0,0,0,0,0
925090,21,0,0,0,0,0,0,0,0,0,0
925160,0,0,0,0,0,0,0,0,0,0,0
925170,21,21,0,0,0,0,0,0,0,0,0
925280,22,0,0,0,0,0,0,0,0,0,0
925340,0,0,0,0,0,0,0,0,0,0,0
925360,0,0,0,0,0,0,0,0,0,0,0
925370,21,0,0,0,0,0,0,0,0,0,0
925440,0,0,0,0,0,0,21,0,0,0,0
925470,0,18,0,0,0,0,14,0,0,0,0
925490,0,0,0,0,0,12,0,0,0,0,0
925520,0,30,0,0,0,0,9,0,0,0,0
925540,21,0,0,0,0,11,0,0,0,0,0
925550,0,0,0,0,0,0,0,0,0,22,0
925610,0,0,0,0,0,0,0,0,0,0,0
925630,0,20,0,0,0,0,0,0,0,0,0
925640,0,21,0,0,0,0,0,0,0,0,0
925670,24,20,0,0,0,0,19,0,0,0,0
925690,24,23,5,0,0,0,0,0,0,0,0
925700,31,30,0,0,0,0,0,0,0,0,0
925830,0,0,0,0,0,0,0,0,0,0,0
925900,0,0,0,0,0,0,0,0,0,0,0
925910,21,20,0,0,0,0,0,0,0,0,0
925930,0,30,0,0,0,10,0,0,0,0,0
925940,0,24,0,0,0,5,0,0,0,0,0
926010,22,0,0,0,0,0,0,0,0,0,0
926070,0,21,0,0,0,0,0,0,0,0,0
926090,0,21,0,0,0,0,0,0,0,0,0
926140,0,0,0,0,0,0,34,0,0,0,27
926170,0,0,0,0,0,5,0,0,0,0,0
926180,0,0,0,0,0,0,0,0,0,0,0
926240,31,0,0,0,0,0,0,0,0,0,0
926250,21,0,0,0,0,0,0,0,0,0,0
926310,0,21,0,0,0,0,0,0,0,0,0
926350,21,0,0,0,0,0,0,0,0,0,0
926370,0,0,0,0,0,0,0,0,0,0,0
926410,44,43,0,0,25,9,9,0,0,0,0
926440,0,0,0,0,0,0,0,0,0,0,0
926470,0,21,0,0,0,0,0,0,0,0,0
926480,0,22,0,0,0,0,0,0,0,0,0
926490,21,20,0,0,0,0,0,0,0,0,0
926520,0,0,0,0,0,0,0,0,0,0,0
926610,21,20,0,0,0,0,0,0,0,0,0
926720,0,19,0,0,0,0,0,0,0,0,0
926810,23,22,0,0,0,13,0,0,0,0,0
926820,31,0,0,0,0,0,0,0,0,0,0
926860,0,0,0,0,0,0,0,0,0,0,0
927050,0,20,0,0,0,0,0,0,0,0,0
927080,0,23,0,0,0,0,22,0,0,0,0
927190,22,19,0,0,0,0,19,0,0,0,0
927250,40,30,0,0,0,0,30,0,0,0,0
927270,33,35,0,0,0,0,0,0,0,0,0
927310,0,0,0,0,0,0,24,0,0,0,0
927580,0,0,0,0,0,0,0,0,0,21,0
927670,0,0,0,0,0,12,0,0,0,0,0
927730,0,0,0,0,0,0,0,0,0,0,0
927810,0,0,0,0,0,14,0,0,0,0,0
927840,33,32,0,0,0,12,0,0,0,0,0
927850,0,0,0,0,0,0,20,0,0,0,0
927860,22,23,0,0,0,0,0,0,0,0,0
927890,0,0,0,0,0,18,12,0,0,0,0
927930,32,30,0,0,0,0,0,0,0,0,0
927970,21,0,0,0,0,0,0,0,0,0,0
927990,0,0,0,0,0,0,0,0,0,0,0
928060,0,0,0,0,0,11,0,0,0,0,0
928070,0,0,0,0,0,0,0,0,0,0,0
928130,0,20,0,0,0,0,21,0,0,0,0
928140,0,0,0,0,0,14,0,0,0,0,0
928160,0,0,0,0,0,0,0,0,0,0,0
928170,32,0,0,0,0,0,0,0,0,0,0
928180,0,0,0,0,0,0,0,0,0,0,0
928230,21,0,0,0,0,0,0,0,0,0,0
928300,0,0,0,0,0,0,0,0,0,0,0
928350,21,20,0,0,0,0,0,0,0,0,0
928370,20,0,0,0,0,0,0,0,0,30,0
928390,30,0,0,0,0,0,0,0,0,0,0
928460,0,0,0,0,0,0,0,0,0,0,0
928520,0,0,0,0,0,0,23,0,0,0,0
928610,0,0,0,0,0,34,0,0,0,0,0
928620,21,20,0,0,0,0,0,0,0,0,0
928630,0,0,0,0,0,0,0,0,0,0,0
928660,0,0,0,0,0,0,0,0,0,0,0
928670,0,0,0,0,0,0,0,0,0,0,0
928680,0,30,0,0,0,0,0,0,0,0,0
928690,0,0,0,0,0,0,0,0,0,0,0
928780,0,0,0,0,0,0,0,0,0,0,0
928790,21,0,0,0,0,0,0,0,0,0,0
928800,0,0,0,0,0,0,0,0,0,0,0
928810,0,0,0,0,0,0,0,0,0,0,0
928830,0,20,0,0,0,0,19,0,0,0,0
928840,33,21,0,0,12,0,0,0,0,0,0
928880,0,0,0,0,0,0,0,0,0,0,0
928940,31,30,0,0,12,0,0,0,0,0,0
928970,0,0,0,0,0,0,0,0,0,0,0
929000,21,22,0,0,0,0,0,0,0,0,0
929020,0,20,0,0,0,0,19,0,0,0,0
929030,0,21,0,0,0,0,21,0,0,0,0
929060,31,30,0,0,0,0,0,0,0,0,13
929080,0,29,0,0,0,0,9,0,0,0,0
929120,0,0,0,0,0,0,0,0,0,0,0
929140,22,0,0,0,0,0,0,0,0,0,0
929170,0,21,0,0,0,0,0,0,0,0,0
929180,0,22,0,0,0,0,0,0,0,0,0
929200,0,26,0,0,0,0,30,0,0,0,0
929210,0,0,0,0,0,0,0,0,0,0,0
929230,22,22,0,0,0,0,0,0,0,0,0
929270,0,0,0,0,0,0,0,0,0,0,0
929280,21,21,0,0,0,0,0,0,0,21,0
929290,0,0,0,0,0,0,0,0,0,0,0
929300,0,0,0,0,0,0,0,0,0,0,0
929310,0,0,0,0,0,0,0,0,0,0,0
929320,0,24,0,0,0,7,0,0,0,0,0
929330,0,0,0,0,0,0,0,0,0,0,0
929410,0,0,0,0,0,0,0,0,0,0,0
929420,0,0,0,0,0,0,0,0,0,0,0
929430,0,0,0,0,0,0,0,0,0,0,0
929440,0,0,0,0,0,0,0,0,0,0,0
929460,0,0,0,0,0,0,0,0,0,0,0
929470,0,0,0,0,0,0,0,0,0,0,0
929530,21,0,0,0,0,0,0,0,0,0,0
929600,0,0,0,0,0,11,0,0,0,0,0
929610,21,0,0,0,0,0,0,0,0,0,0
929640,0,0,0,0,0,0,0,0,0,0,0
929670,23,22,0,0,0,0,21,0,5,0,0
929690,0,0,0,0,0,0,0,0,0,0,0
929730,22,0,0,0,0,0,0,0,0,0,0
929770,0,0,0,0,0,0,0,0,0,0,0
929800,0,0,0,0,0,0,0,0,0,0,0
929810,0,20,0,0,0,0,0,0,0,0,0
929840,0,0,0,0,0,0,0,0,0,0,0
929850,21,0,0,0,0,10,0,0,0,0,0
929860,0,0,0,0,0,0,0,0,25,0,0
929910,0,20,0,0,0,0,0,0,0,0,0
930010,0,0,0,0,0,0,0,0,0,0,0
930110,0,0,0,0,0,0,0,0,0,0,0
930300,21,21,0,0,0,0,0,0,0,0,0
930310,0,0,0,0,0,15,0,0,0,0,0
930320,0,0,0,0,0,0,0,0,0,0,0
930330,33,0,0,22,0,0,34,0,0,0,0
930360,0,0,0,0,0,0,0,0,0,0,0
930420,0,0,0,0,0,0,0,0,0,0,0
930430,21,0,0,0,0,0,0,0,0,0,0
930460,25,0,0,0,0,0,0,0,0,0,0
930480,0,0,0,0,0,0,0,0,0,0,0
930500,0,0,0,0,0,0,0,0,0,0,0
930580,22,21,0,0,0,0,21,0,0,0,0
930600,0,0,0,0,0,0,0,0,0,0,0
930630,0,42,0,0,0,0,0,0,0,0,0
930640,0,31,0,0,0,0,0,0,0,0,0
930650,21,0,0,0,0,0,0,0,0,0,0
930690,21,0,0,0,0,0,20,0,0,0,0
930710,0,0,0,0,0,0,0,0,0,0,0
930780,0,0,0,0,0,0,35,0,0,0,0
930840,0,0,0,0,0,0,0,0,0,0,0
930850,0,23,0,0,0,0,0,0,0,0,0
930860,0,0,0,0,0,0,0,0,0,0,0
930910,0,25,0,0,0,0,0,0,0,0,0
930930,0,0,0,0,0,0,0,0,0,0,0
930940,0,0,0,0,0,0,0,0,0,0,0
930970,21,0,0,0,0,0,0,0,0,21,0
931040,0,17,0,0,0,0,19,0,0,0,0
931070,0,0,0,0,0,0,20,0,0,0,0
931090,0,0,0,0,0,0,0,0,0,0,0
931120,0,0,0,0,0,0,0,0,0,0,0
931140,0,0,0,0,0,0,21,0,0,0,0
931150,0,0,0,0,0,0,0,0,0,0,0
931170,21,20,0,0,0,0,0,0,0,0,0
931200,21,0,0,0,0,0,0,0,0,21,0
931210,0,0,0,0,0,0,0,0,0,21,0
931220,22,0,0,0,0,0,0,0,0,0,0
931250,23,0,0,0,0,0,0,0,0,0,0
931260,32,0,0,0,0,0,0,0,0,0,0
931360,0,0,0,0,0,13,0,0,0,0,0
931430,0,30,0,0,0,12,0,0,0,0,0
931470,0,19,0,0,0,0,20,0,0,0,0
931490,21,20,0,0,0,0,0,0,0,0,0
931500,0,37,0,0,0,0,42,0,0,0,0
931540,23,19,0,0,0,0,18,0,0,0,0
931570,0,0,0,0,0,12,0,0,0,0,0
931620,21,20,0,0,0,0,0,0,0,0,0
931630,0,0,0,0,0,0,0,0,0,0,0
931650,0,47,0,0,0,0,49,0,0,0,0
931690,0,23,0,0,17,0,0,0,0,0,0
931700,25,0,0,0,0,0,0,0,0,0,0
931780,0,0,0,0,0,0,0,0,0,0,0
931820,21,0,0,0,0,0,0,0,0,0,0
931830,0,0,0,0,0,0,0,0,0,0,0
931870,0,21,0,0,0,0,0,0,0,0,0
931930,0,21,0,0,0,0,0,0,0,0,0
932070,0,20,0,0,0,11,20,0,0,0,0
932120,0,20,0,0,0,0,0,0,0,0,0
932150,21,0,0,0,0,0,0,0,0,0,0
